FID_,OBJECTID,OA11CD,POINT_X,POINT_Y,All_categ,km0_2,km2_5,km5_10,km10_20,km20_30,km30_40,km40_60,km60_over,home_work,other,Total_km,Average_km
,1541,E00075157,362639.219999999970000,180667.818999999990000,230,35,71,56,13,4,2,5,8,17,19,2393.199999999999800,12.300000000000001
,1542,E00075154,362093.933000000020000,180778.833000000010000,133,18,28,34,13,2,1,2,6,13,16,1554.200000000000000,14.900000000000000
,1543,E00075155,362405.332999999980000,180774.973000000000000,179,23,63,41,13,4,1,3,11,16,4,3007.500000000000000,18.899999999999999
,1544,E00075152,362821.110999999980000,180929.429000000000000,205,20,64,55,15,4,5,9,9,12,12,3283.000000000000000,18.100000000000001
,1545,E00075153,362914.913999999990000,180815.280000000000000,136,22,41,36,16,4,2,2,2,8,3,1158.099999999999900,9.300000000000001
,1546,E00075150,363060.642999999980000,181015.245000000000000,181,12,48,55,20,6,5,6,6,14,9,2585.099999999999900,16.399999999999999
,1547,E00075158,362916.536000000020000,180584.880999999990000,220,26,59,59,21,5,2,5,8,20,15,2560.699999999999800,13.800000000000001
,1548,E00075159,363155.607000000020000,180547.659000000010000,165,13,56,51,14,4,2,2,8,10,5,2304.900000000000100,15.400000000000000
,1549,E00075106,363453.552000000030000,188138.113000000010000,136,19,9,18,37,10,4,6,6,18,9,2192.500000000000000,20.100000000000001
,1550,E00075187,361467.316999999980000,182537.465000000000000,202,53,31,42,24,3,1,5,16,11,16,3837.699999999999800,21.899999999999999
,1551,E00075666,365338.061999999980000,175545.684000000010000,199,36,29,77,12,4,1,1,4,15,20,1556.800000000000000,9.500000000000000
,1552,E00075107,363271.402999999990000,188186.302000000000000,129,13,7,24,39,7,4,2,7,13,13,2313.500000000000000,22.500000000000000
,1553,E00075186,362162.474999999980000,182746.530000000000000,184,32,44,32,31,9,3,4,8,5,16,2515.800000000000200,15.400000000000000
,1554,E00075667,365056.444000000020000,175550.738000000010000,113,26,32,24,11,1,0,1,3,5,10,1203.400000000000100,12.300000000000001
,1555,E00075104,362560.891000000000000,186476.348000000000000,160,10,30,37,33,4,5,5,5,18,13,2243.900000000000100,17.399999999999999
,1556,E00075185,360877.283000000000000,182720.592999999990000,136,42,26,26,14,1,3,4,7,8,5,2083.800000000000200,16.899999999999999
,1557,E00075664,364918.936999999980000,175719.304999999990000,180,30,48,56,13,4,2,1,5,9,12,2059.699999999999800,13.000000000000000
,1558,E00075105,362941.211000000010000,188305.668999999990000,134,27,6,31,30,6,4,1,3,11,15,1499.599999999999900,13.900000000000000
,1559,E00075184,361696.231000000030000,182712.703000000010000,182,30,40,35,25,6,9,8,5,16,8,2356.000000000000000,14.900000000000000
,1560,E00075665,365540.245999999980000,175721.277000000000000,114,18,22,35,8,2,2,1,4,13,9,1459.800000000000000,15.900000000000000
,1561,E00075102,363150.075000000010000,187616.337999999990000,148,8,28,21,45,8,2,0,4,25,7,1791.200000000000000,15.400000000000000
,1562,E00075183,361540.717000000000000,182782.220000000000000,181,34,31,34,38,4,2,10,8,11,9,3304.000000000000000,20.500000000000000
,1563,E00075662,365148.054999999990000,175774.120000000000000,94,17,31,32,2,2,0,2,2,2,4,882.700000000000050,10.000000000000000
,1564,E00075103,364029.889000000020000,186674.296999999990000,184,8,20,33,38,2,2,3,7,50,21,2175.300000000000200,19.300000000000001
,1565,E00075182,361856.016000000000000,182964.086000000010000,159,26,24,35,36,4,2,5,9,7,11,2589.300000000000200,18.399999999999999
,1566,E00075663,364608.295999999970000,175641.420000000010000,143,23,37,50,9,2,1,2,0,11,8,770.399999999999980,6.200000000000000
,1567,E00075100,358561.146000000010000,182671.560000000000000,142,10,25,34,16,3,3,2,9,22,18,2423.199999999999800,23.800000000000001
,1568,E00075181,361359.522000000000000,182930.117000000000000,186,54,34,43,23,4,2,1,9,8,8,2466.900000000000100,14.500000000000000
,1569,E00075660,364486.066999999980000,175815.132000000010000,183,24,27,54,25,5,0,5,5,14,24,2020.400000000000100,13.900000000000000
,1570,E00075101,362802.893999999970000,187993.193999999990000,121,8,14,21,31,2,2,6,7,22,8,1852.599999999999900,20.399999999999999
,1571,E00075180,362075.012999999980000,182906.427000000000000,180,28,38,41,35,5,4,6,4,8,11,2024.700000000000000,12.600000000000000
,1572,E00075661,365359.697999999970000,175782.592999999990000,161,28,21,57,5,1,0,3,7,16,23,2182.599999999999900,17.899999999999999
,1573,E00075108,362992.907000000010000,188133.503999999990000,154,19,12,28,52,4,3,2,7,18,9,2243.800000000000200,17.699999999999999
,1574,E00075189,362091.771000000010000,181538.171000000000000,199,34,40,61,14,3,2,9,8,15,13,3301.000000000000000,19.300000000000001
,1575,E00075668,364681.434000000010000,175489.954000000000000,163,23,36,53,8,3,1,6,6,11,16,2189.800000000000200,16.100000000000001
,1576,E00075109,363136.318000000030000,187954.534000000010000,127,7,16,23,26,4,1,1,12,27,10,3030.099999999999900,33.700000000000003
,1577,E00075188,361905.668999999990000,182669.057000000000000,212,42,54,41,28,4,4,4,9,18,8,2888.400000000000100,15.500000000000000
,1578,E00075669,364901.923000000010000,175502.649999999990000,173,31,45,62,8,4,2,1,1,9,10,1089.000000000000000,7.100000000000000
,1579,E00075656,364748.364000000000000,176031.920000000010000,83,15,14,24,6,1,1,0,2,4,16,861.200000000000050,13.699999999999999
,1580,E00075657,364504.837999999990000,175994.809000000010000,145,29,25,45,12,3,2,4,2,11,12,1214.900000000000100,10.000000000000000
,1581,E00075654,365148.905000000030000,176045.141999999990000,177,26,37,62,16,1,2,2,3,17,11,1460.300000000000000,9.800000000000001
,1582,E00075655,365270.674999999990000,176100.592000000000000,145,19,37,48,8,3,0,4,6,10,10,1703.599999999999900,13.600000000000000
,1583,E00075652,365031.927000000030000,176177.295000000010000,179,30,38,54,16,2,3,5,4,10,17,1698.500000000000000,11.199999999999999
,1584,E00075653,364812.058000000020000,176065.581999999990000,44,14,9,13,1,1,0,2,0,0,4,266.600000000000020,6.700000000000000
,1585,E00075650,365073.291000000030000,175159.812999999990000,155,36,29,40,18,0,0,2,3,13,14,1273.400000000000100,9.900000000000000
,1586,E00075651,364770.722000000010000,176196.086000000010000,118,27,14,54,9,3,0,0,0,3,8,652.299999999999950,6.100000000000000
,1587,E00075658,364921.766999999990000,175985.492999999990000,173,31,35,53,9,4,3,1,4,18,15,1427.099999999999900,10.199999999999999
,1588,E00075659,364654.126999999980000,175897.967000000000000,189,32,36,63,21,4,1,2,4,11,15,1577.300000000000000,9.699999999999999
,1589,E00075687,362058.326000000000000,179784.196999999990000,140,31,31,34,7,3,4,3,7,7,13,1826.800000000000000,15.199999999999999
,1590,E00075607,366302.379000000020000,178317.704000000000000,156,14,25,56,14,4,2,11,10,11,9,2812.699999999999800,20.699999999999999
,1591,E00075686,362790.485999999980000,179862.720999999990000,139,18,40,32,13,2,0,2,5,15,12,1669.800000000000000,14.900000000000000
,1592,E00075604,366969.712999999990000,176637.076999999990000,274,16,47,105,45,8,3,4,11,17,18,3992.000000000000000,16.699999999999999
,1593,E00075685,362627.511999999990000,180092.105000000010000,163,16,48,45,10,0,4,7,4,16,13,1420.400000000000100,10.600000000000000
,1594,E00075605,366736.109999999990000,176393.219000000010000,217,23,42,74,25,4,0,5,3,23,18,2016.099999999999900,11.500000000000000
,1595,E00075684,362344.125000000000000,180241.812000000010000,211,31,62,48,21,2,1,4,11,21,10,2715.099999999999900,15.100000000000000
,1596,E00075602,366651.693000000030000,177200.999000000010000,246,35,39,82,25,3,5,3,12,27,15,3057.000000000000000,15.000000000000000
,2017,E00075641,367667.843999999980000,173138.024999999990000,338,18,70,87,52,8,2,10,16,53,22,4583.000000000000000,17.399999999999999
,2018,E00075648,364613.680999999980000,175281.132000000010000,134,18,26,54,11,2,0,2,2,7,12,1048.900000000000100,9.100000000000000
,2019,E00075649,364746.890000000010000,175103.258999999990000,206,32,47,59,15,6,1,4,4,20,18,1709.700000000000000,10.199999999999999
,2020,E00075637,366883.783000000000000,173794.461000000010000,153,9,35,45,23,4,2,3,1,17,14,1187.500000000000000,9.699999999999999
,2021,E00075634,366696.745000000000000,176635.662000000010000,283,39,29,111,30,8,6,5,14,22,19,4174.500000000000000,17.199999999999999
,2022,E00075632,366521.735999999980000,176939.904000000010000,209,33,24,89,14,8,1,1,11,14,14,3256.300000000000200,18.000000000000000
,2023,E00075633,366372.630000000000000,176713.671000000000000,196,24,39,79,19,2,2,4,2,16,9,1807.000000000000000,10.600000000000000
,2024,E00075631,366946.684000000010000,176865.782000000010000,247,30,21,105,34,3,2,5,11,19,17,3531.800000000000200,16.699999999999999
,2025,E00075638,367400.386999999990000,173311.109000000000000,78,10,14,22,12,3,0,0,2,6,9,719.799999999999950,11.400000000000000
,2026,E00075639,367005.456999999990000,173417.337000000000000,181,20,24,60,30,7,3,4,3,18,12,1808.500000000000000,12.000000000000000
,2027,E00075376,363860.174999999990000,172375.910000000000000,92,10,22,19,21,0,1,3,3,4,9,1168.400000000000100,14.800000000000001
,2028,E00075377,365173.744000000010000,172172.984999999990000,249,44,33,73,43,5,1,2,5,25,18,2163.599999999999900,10.500000000000000
,2029,E00075374,364337.581999999990000,172260.272999999990000,183,28,37,53,18,3,1,3,4,19,17,1718.300000000000000,11.699999999999999
,2030,E00075375,364001.393999999970000,172116.535999999990000,163,18,40,38,23,6,1,2,1,11,23,1127.599999999999900,8.699999999999999
,2031,E00075372,364322.516000000000000,172073.704999999990000,153,25,35,35,27,1,0,2,1,17,10,1082.400000000000100,8.600000000000000
,2032,E00075373,364942.025000000020000,172036.312999999990000,159,24,33,41,19,3,1,3,2,14,19,1292.200000000000000,10.300000000000001
,2033,E00075370,364818.909999999970000,171803.554999999990000,180,25,30,53,20,3,1,2,6,15,25,1756.400000000000100,12.500000000000000
,2034,E00075371,364638.389000000020000,171861.554000000000000,117,19,24,30,19,0,1,2,5,9,8,1343.599999999999900,13.400000000000000
,2035,E00075379,363789.724999999980000,172031.913999999990000,148,18,51,35,22,0,0,0,0,11,11,704.200000000000050,5.600000000000000
,2036,E00075327,360859.824000000020000,178604.345999999990000,201,53,35,64,20,2,0,1,5,2,19,1975.400000000000100,11.000000000000000
,2037,E00075324,360844.579000000030000,178831.690000000000000,171,38,36,45,8,1,2,3,4,11,23,1431.700000000000000,10.500000000000000
,2038,E00075325,360087.901000000010000,178849.087999999990000,40,7,10,12,1,0,0,1,1,5,3,290.800000000000010,9.100000000000000
,2039,E00075322,360596.941999999980000,179103.144999999990000,181,37,54,41,11,4,1,1,7,8,17,2099.900000000000100,13.500000000000000
,2040,E00075323,360161.639000000020000,178720.928000000010000,162,44,35,24,12,3,0,6,6,16,16,1895.800000000000000,14.600000000000000
,2041,E00075320,361044.099999999980000,179005.024999999990000,172,34,44,42,12,6,3,5,7,9,10,2340.900000000000100,15.300000000000001
,2042,E00075321,361278.739999999990000,179069.087999999990000,51,13,15,15,2,0,1,0,2,1,2,457.100000000000020,9.500000000000000
,2043,E00075328,360678.228999999990000,178587.413999999990000,177,52,35,48,8,3,2,6,7,6,10,1880.599999999999900,11.699999999999999
,2044,E00075329,360109.085000000020000,178524.785999999990000,99,23,22,26,6,0,1,1,2,9,9,557.200000000000050,6.900000000000000
,2045,E00075316,360654.034999999970000,179537.921999999990000,163,47,40,33,7,1,2,2,7,10,14,1649.200000000000000,11.900000000000000
,2046,E00075397,366119.963999999980000,174510.728000000000000,144,18,27,51,14,2,0,1,4,13,14,1457.500000000000000,12.500000000000000
,2047,E00075317,360385.066999999980000,179188.348999999990000,123,19,33,29,7,3,3,0,6,12,11,1661.300000000000000,16.600000000000001
,2048,E00075396,365069.726000000020000,174296.562000000010000,204,36,44,71,15,1,0,2,4,11,20,1759.300000000000000,10.199999999999999
,2049,E00075314,360513.082999999980000,179303.432000000000000,187,51,54,34,13,1,5,0,6,15,8,1862.200000000000000,11.400000000000000
,2050,E00075395,365824.744000000010000,174417.130999999990000,166,26,29,58,21,1,1,1,2,11,16,1369.400000000000100,9.900000000000000
,2051,E00075315,360923.581999999990000,179323.768000000010000,176,31,50,47,15,1,3,2,4,13,10,1782.500000000000000,11.699999999999999
,2052,E00075394,365723.775000000020000,173863.296000000000000,147,20,19,43,23,1,1,3,4,14,19,1681.800000000000000,14.800000000000001
,2053,E00075312,360949.629000000020000,179516.451999999990000,152,29,30,37,13,7,1,3,5,12,15,2069.300000000000200,16.600000000000001
,2054,E00075393,366150.130000000000000,173842.696999999990000,113,17,21,35,14,3,1,0,3,9,10,1124.200000000000000,12.000000000000000
,2055,E00075313,360703.048000000010000,179369.606000000000000,169,32,41,44,7,1,0,5,7,16,16,1751.099999999999900,12.800000000000001
,2056,E00075392,365968.935999999990000,173930.535999999990000,118,20,26,38,11,1,1,2,4,2,13,1106.500000000000000,10.699999999999999
,2057,E00075310,359823.375999999990000,178811.658000000000000,175,37,46,43,9,2,1,4,5,18,10,1735.300000000000000,11.800000000000001
,2058,E00075391,363427.256999999980000,172206.890000000010000,184,20,63,26,27,4,0,0,3,21,20,1425.599999999999900,10.000000000000000
,2059,E00075311,360690.609999999990000,178884.715000000000000,167,34,47,42,12,0,2,3,7,10,10,1901.800000000000000,12.900000000000000
,2060,E00075390,364817.103999999990000,172211.703000000010000,176,31,21,57,17,7,1,4,4,18,16,1719.800000000000000,12.100000000000000
,2061,E00075318,361063.223000000000000,179229.236999999990000,138,26,41,44,7,0,1,0,4,5,10,2004.800000000000000,16.300000000000001
,2062,E00075399,365302.860999999980000,174062.951000000000000,85,16,17,24,7,2,0,1,0,7,11,428.100000000000020,6.400000000000000
,2063,E00075319,360774.318000000030000,179168.037000000010000,192,34,39,57,21,2,4,0,8,10,17,2359.099999999999900,14.300000000000001
,2064,E00075398,365396.718999999980000,174216.875999999990000,142,31,26,43,14,0,0,2,4,6,16,1259.400000000000100,10.500000000000000
,2065,E00075566,366513.277000000000000,176313.190999999990000,219,32,53,64,20,1,1,6,8,17,17,2776.699999999999800,15.000000000000000
,2066,E00075567,366406.460000000020000,176163.674999999990000,154,25,28,54,11,3,0,2,4,11,16,1696.900000000000100,13.400000000000000
,2067,E00075564,365715.443000000030000,176368.513000000010000,165,23,36,57,20,1,1,1,3,10,13,1178.599999999999900,8.300000000000001
,2068,E00075565,366158.788000000000000,176367.220999999990000,120,16,25,39,12,1,0,3,3,7,14,1137.099999999999900,11.500000000000000
,2069,E00075562,366237.243000000020000,176534.220000000000000,158,20,32,49,17,2,1,0,5,10,22,1557.000000000000000,12.400000000000000
,2070,E00075563,366017.096000000020000,176299.018000000010000,143,33,28,38,10,2,0,1,6,13,12,1587.300000000000000,13.500000000000000
,2071,E00075560,365759.688000000020000,176734.736000000000000,206,26,38,89,12,3,0,2,4,16,16,1940.700000000000000,11.199999999999999
,2072,E00075568,365845.207999999980000,176119.166000000000000,138,22,29,47,7,3,2,2,2,9,15,1030.700000000000000,9.000000000000000
,2465,E00073480,356882.962999999990000,173237.823999999990000,172,56,36,13,7,6,2,2,10,30,10,1785.500000000000000,13.500000000000000
,2466,E00073830,357822.666000000030000,175657.549999999990000,193,29,82,20,5,3,2,6,17,19,10,4150.100000000000400,25.300000000000001
,2467,E00073831,357658.880000000000000,175668.029000000010000,161,24,57,29,6,4,1,1,11,20,8,2181.000000000000000,16.399999999999999
,2468,E00073408,361287.438000000020000,170939.014000000000000,223,30,76,26,28,3,3,3,10,26,18,2367.099999999999900,13.199999999999999
,2469,E00073489,357223.981000000030000,173364.272999999990000,148,54,22,22,17,2,3,1,8,11,8,2240.099999999999900,17.399999999999999
,2470,E00073409,361292.798000000010000,171135.147999999990000,169,26,65,16,15,2,3,2,5,19,16,2128.800000000000200,15.900000000000000
,2471,E00073488,357467.101000000020000,173313.266999999990000,144,66,18,16,6,2,4,2,10,10,10,1643.099999999999900,13.300000000000001
,2472,E00073838,358254.636000000000000,177008.851000000000000,169,32,58,24,2,7,2,6,10,18,10,2695.400000000000100,19.100000000000001
,2473,E00073839,358202.916000000030000,176782.377000000010000,159,24,59,26,4,4,0,3,7,26,6,2084.900000000000100,16.399999999999999
,2474,E00073146,359624.947999999970000,173981.568000000000000,162,66,19,22,5,2,1,3,8,20,16,1915.900000000000100,15.199999999999999
,2475,E00073147,359784.292000000020000,174090.660999999990000,169,68,33,15,7,6,3,1,7,13,16,1723.599999999999900,12.300000000000001
,2476,E00073144,359367.840000000030000,174006.446999999990000,191,91,35,11,2,0,1,2,7,12,30,1569.900000000000100,10.500000000000000
,2477,E00073145,359451.787000000010000,174064.768000000010000,128,60,16,13,7,0,0,0,3,18,11,608.600000000000020,6.100000000000000
,2478,E00073143,360266.788999999990000,174554.812000000010000,194,46,66,14,9,2,4,6,7,17,23,1989.900000000000100,12.900000000000000
,2479,E00073148,359236.036000000020000,173963.940999999990000,192,95,27,27,8,2,0,2,5,16,10,1619.000000000000000,9.800000000000001
,2480,E00073646,359391.181999999970000,169930.190999999990000,158,25,75,22,17,1,0,2,3,5,8,1141.900000000000100,7.900000000000000
,2481,E00073647,358811.794999999980000,169807.663999999990000,181,39,76,20,22,1,0,0,2,2,19,1065.200000000000000,6.700000000000000
,2482,E00073644,358842.818000000030000,170041.883999999990000,142,31,65,8,15,1,0,2,1,2,17,881.799999999999950,7.200000000000000
,2483,E00074076,360512.264000000020000,176684.720000000000000,117,27,53,13,6,3,0,2,2,6,5,967.899999999999980,9.100000000000000
,2484,E00073645,359689.619000000010000,169914.744000000010000,77,18,26,7,13,0,0,0,1,5,7,575.500000000000000,8.900000000000000
,2485,E00074077,360709.245000000000000,176621.190000000000000,163,19,69,32,8,2,1,1,6,10,15,1725.500000000000000,12.500000000000000
,2486,E00073642,359167.706999999990000,170003.033000000000000,168,29,60,31,24,3,0,0,4,9,8,1516.300000000000000,10.000000000000000
,2487,E00074074,360783.536000000020000,176782.382000000010000,152,20,66,31,5,1,0,3,3,7,16,1205.500000000000000,9.300000000000001
,2488,E00073643,359020.848999999990000,170029.255000000000000,130,34,52,9,16,2,0,0,1,5,11,648.200000000000050,5.700000000000000
,2489,E00074075,360140.632999999970000,176502.605000000010000,153,18,77,24,5,0,6,0,2,9,12,989.200000000000050,7.500000000000000
,2490,E00073640,358973.000999999990000,170377.408000000000000,145,28,61,10,17,0,2,3,3,4,17,1288.400000000000100,10.400000000000000
,2491,E00074072,360250.484999999990000,176916.764000000000000,174,19,91,29,8,1,3,0,2,5,16,1075.200000000000000,7.000000000000000
,2492,E00073641,359774.369000000010000,170028.005999999990000,116,19,50,16,11,3,0,1,0,5,11,539.399999999999980,5.400000000000000
,2493,E00074073,360121.137999999980000,176829.000000000000000,177,34,70,21,13,4,3,1,9,5,17,2203.000000000000000,14.199999999999999
,2494,E00074070,360965.172000000020000,176927.236999999990000,62,9,27,10,8,0,0,1,1,2,4,552.100000000000020,9.900000000000000
,2495,E00074071,360975.919999999980000,176624.329999999990000,62,7,23,9,2,0,0,1,4,9,7,923.899999999999980,20.100000000000001
,2496,E00073648,359636.446000000000000,169840.071999999990000,95,16,47,7,8,1,0,0,7,2,7,1511.900000000000100,17.600000000000001
,2497,E00073649,359163.750000000000000,169788.015000000010000,140,20,64,14,18,0,0,1,2,8,13,976.799999999999950,8.199999999999999
,2498,E00074078,359850.484000000000000,176583.978000000000000,187,21,83,38,8,0,4,2,4,15,12,1679.599999999999900,10.500000000000000
,2499,E00074079,358631.233000000010000,175192.171000000000000,176,40,63,18,5,1,2,3,4,26,14,1394.099999999999900,10.300000000000001
,2500,E00073636,359038.761999999990000,169462.617000000000000,111,14,50,14,14,1,0,0,2,6,10,695.200000000000050,7.300000000000000
,2501,E00073637,358834.124000000010000,169428.426000000010000,122,19,56,9,18,4,0,0,4,4,8,1274.700000000000000,11.600000000000000
,2502,E00073634,362416.273999999980000,175283.269000000000000,225,23,92,37,20,2,2,6,4,16,23,1920.099999999999900,10.300000000000001
,2503,E00074026,360115.825000000010000,173716.421000000000000,185,65,38,23,18,4,2,0,3,16,16,1228.700000000000000,8.000000000000000
,2504,E00073635,362036.017999999980000,175220.045000000010000,151,20,60,17,9,1,1,3,3,18,19,1191.000000000000000,10.400000000000000
,2505,E00074027,360424.849999999980000,173765.461000000010000,69,26,19,5,6,1,0,2,3,0,7,776.200000000000050,12.500000000000000
,2506,E00174290,360888.892999999980000,173038.326999999990000,85,19,26,14,7,3,0,0,3,4,9,748.299999999999950,10.400000000000000
,2507,E00073632,362418.136000000000000,175421.277000000000000,197,23,96,25,12,0,1,2,6,11,21,1934.200000000000000,11.699999999999999
,2508,E00074024,360168.162000000010000,173859.904000000010000,153,65,32,17,8,0,0,1,8,8,14,1922.200000000000000,14.699999999999999
,2509,E00174041,358904.954000000030000,173678.206000000010000,55,26,2,3,2,0,0,1,8,6,7,1567.300000000000000,37.299999999999997
,2510,E00073633,362707.905000000030000,175337.423000000010000,134,17,46,33,7,1,1,1,6,13,9,1740.300000000000000,15.500000000000000
,2511,E00074025,360264.981000000030000,173749.803000000010000,159,78,30,15,4,1,0,0,3,18,10,771.799999999999950,5.900000000000000
,2512,E00174277,359009.923000000010000,172514.861999999990000,118,56,4,17,5,2,1,3,8,9,13,1493.500000000000000,15.600000000000000
,2513,E00074022,360829.545999999970000,173928.894999999990000,165,43,45,19,7,2,0,2,7,19,21,1364.200000000000000,10.900000000000000
,2514,E00174050,358440.402000000000000,172838.608000000010000,82,46,10,7,1,1,1,2,2,6,6,651.600000000000020,9.300000000000001
,2515,E00073631,362046.695000000010000,175367.704000000000000,173,25,73,24,13,2,1,4,4,21,6,1614.400000000000100,11.100000000000000
,2516,E00074023,360780.565000000000000,173686.880999999990000,167,57,42,20,4,0,1,3,5,21,14,1264.599999999999900,9.600000000000000
,2517,E00174257,359085.473000000000000,171898.219000000010000,178,87,24,24,14,1,0,4,8,8,8,1992.200000000000000,12.300000000000001
,2518,E00174288,360093.696999999990000,172764.649000000000000,158,64,30,14,16,1,3,3,3,11,13,1705.300000000000000,12.699999999999999
,2519,E00074021,360223.386000000000000,174001.942000000010000,105,39,25,13,5,0,0,0,4,5,14,1138.000000000000000,13.199999999999999
,2520,E00174278,358196.556999999970000,171099.000000000000000,342,95,106,32,30,7,5,2,10,25,30,2940.400000000000100,10.199999999999999
,2521,E00174262,359198.495999999980000,172357.646000000010000,163,71,13,23,11,1,4,8,6,16,10,1873.099999999999900,13.699999999999999
,2522,E00174316,359241.219999999970000,172657.668999999990000,131,74,9,18,6,0,2,4,5,11,2,1235.599999999999900,10.500000000000000
,2523,E00073638,359244.228999999990000,170193.154000000010000,146,27,65,9,23,1,0,1,3,2,15,1228.700000000000000,9.500000000000000
,2524,E00073639,358549.943000000030000,169964.665000000010000,133,21,60,14,11,1,2,1,4,12,7,1245.099999999999900,10.900000000000000
,2525,E00074029,360496.859999999990000,173723.948000000000000,127,35,25,26,6,0,1,0,5,11,18,1337.800000000000000,13.699999999999999
,2526,E00073376,363183.576999999990000,170838.478999999990000,151,25,48,35,17,2,1,2,4,7,10,1399.300000000000000,10.400000000000000
,2527,E00074097,358161.512999999980000,175472.633000000000000,154,28,68,15,7,0,2,3,4,15,12,1298.000000000000000,10.199999999999999
,2528,E00073377,361816.566999999980000,170843.815999999990000,163,25,64,17,15,2,3,5,7,15,10,2725.900000000000100,19.800000000000001
,2529,E00074096,357951.434000000010000,175589.750000000000000,193,35,69,27,7,5,1,3,13,22,11,2917.000000000000000,18.199999999999999
,2530,E00174276,358435.343999999980000,171572.128999999990000,119,51,21,10,10,4,1,1,3,4,14,1177.500000000000000,11.699999999999999
,2531,E00073374,361782.054000000000000,170990.111999999990000,220,30,82,32,29,4,2,2,8,14,17,3023.699999999999800,16.000000000000000
,2532,E00074014,360712.552000000030000,174199.470999999990000,156,38,61,13,6,1,1,1,3,12,20,1022.600000000000000,8.199999999999999
,2533,E00074095,358066.223999999990000,175805.067000000010000,188,36,64,22,10,4,2,8,11,20,11,2551.500000000000000,16.300000000000001
,2534,E00174039,358963.460000000020000,173718.543999999990000,170,86,6,21,5,4,3,3,23,14,5,3614.199999999999800,23.899999999999999
,2535,E00174246,360093.982000000020000,177794.687000000010000,121,18,50,32,3,1,1,2,4,2,8,1548.500000000000000,14.000000000000000
,2536,E00073375,362042.613000000010000,170915.108000000010000,169,26,69,19,18,0,5,3,2,18,9,1182.300000000000000,8.300000000000001
,2537,E00074094,358224.650000000020000,175772.836000000010000,191,31,75,29,10,2,2,1,7,28,6,1815.700000000000000,11.600000000000000
,2538,E00174302,358901.331999999990000,171914.802000000000000,76,35,7,7,13,1,0,0,0,6,7,295.899999999999980,4.700000000000000
,2539,E00174315,357711.623000000020000,178858.443000000000000,164,26,44,43,16,1,3,2,5,18,6,1861.900000000000100,13.300000000000001
,2540,E00073372,363146.685000000000000,171076.198000000000000,72,10,26,16,7,0,0,0,1,2,10,428.899999999999980,7.100000000000000
,2541,E00074093,358325.231000000030000,175973.652000000000000,163,27,59,23,8,2,0,3,2,28,11,1007.300000000000000,8.100000000000000
,2542,E00174223,357445.841000000010000,172272.038000000000000,77,24,13,13,9,2,1,0,2,8,5,639.200000000000050,10.000000000000000
,2543,E00174320,362734.306999999970000,174347.092000000000000,103,10,43,19,8,4,0,0,2,3,14,832.399999999999980,9.699999999999999
,2544,E00073373,361855.518999999970000,171087.719000000010000,164,24,67,21,24,3,1,3,2,7,12,1307.400000000000100,9.000000000000000
,2545,E00074013,360792.897000000000000,174175.601000000000000,133,28,54,14,6,2,0,1,2,12,14,639.600000000000020,6.000000000000000
,2546,E00074092,359036.099999999980000,174832.424999999990000,154,44,48,15,8,3,2,6,11,14,3,3268.599999999999900,23.899999999999999
,2547,E00174300,359866.509000000020000,172773.203000000010000,249,121,25,36,22,3,3,7,11,8,13,3150.699999999999800,13.800000000000001
,2548,E00174296,358687.782000000010000,172815.312000000010000,107,54,12,13,5,0,2,4,2,10,5,863.500000000000000,9.400000000000000
,2549,E00073370,362247.147000000000000,171064.518000000010000,77,9,33,9,10,0,0,0,2,10,4,595.100000000000020,9.400000000000000
,2550,E00074010,359178.636999999990000,172053.891999999990000,92,49,18,7,6,1,0,0,1,6,4,356.300000000000010,4.300000000000000
,2551,E00074091,358689.987000000020000,174880.736000000000000,176,62,45,19,5,3,3,5,9,15,10,2012.300000000000000,13.300000000000001
,2552,E00174235,358082.940000000000000,172441.203000000010000,202,93,24,23,20,3,1,2,13,9,14,2622.500000000000000,14.699999999999999
,2553,E00174289,359226.626999999980000,174235.236999999990000,173,81,28,17,5,1,3,4,5,14,15,1478.300000000000000,10.300000000000001
,2554,E00073371,362113.621999999970000,170647.625999999990000,73,12,28,7,8,1,1,0,3,5,8,784.200000000000050,13.100000000000000
,2555,E00074011,360460.030000000030000,174245.274999999990000,116,35,41,14,4,1,0,0,3,8,10,992.399999999999980,10.100000000000000
,2556,E00074090,358625.185000000000000,174737.378000000000000,169,68,40,13,8,3,0,3,8,17,9,1684.599999999999900,11.800000000000001
,2557,E00174226,360519.293999999990000,177828.782000000010000,175,18,58,51,8,3,9,3,3,10,12,1730.400000000000100,11.300000000000001
,2558,E00174234,359879.129000000020000,173192.440999999990000,200,105,25,25,16,1,1,5,6,9,7,1777.700000000000000,9.699999999999999
,2559,E00174229,358550.256999999980000,170505.818999999990000,133,31,47,24,13,0,0,1,2,8,7,809.299999999999950,6.900000000000000
,2560,E00174318,358161.130000000000000,171026.782000000010000,84,19,24,17,5,4,5,0,3,4,3,852.399999999999980,11.100000000000000
,2561,E00174311,359158.488000000010000,174278.095999999990000,142,79,14,15,8,7,2,1,7,6,3,1501.200000000000000,11.300000000000001
,2562,E00073378,361742.471000000020000,171539.791999999990000,183,34,74,21,12,2,2,4,8,10,16,2027.000000000000000,12.900000000000000
,2563,E00074018,360614.580000000020000,174098.568000000000000,188,48,70,13,7,2,0,1,8,20,19,1674.599999999999900,11.199999999999999
