FID_,OBJECTID,OA11CD,POINT_X,POINT_Y,All_categ,km0_2,km2_5,km5_10,km10_20,km20_30,km30_40,km40_60,km60_over,home_work,other,Total_km,Average_km
,2226,E00074287,361748.358000000010000,168211.633000000000000,102,4,27,30,23,2,0,0,2,8,6,1078.500000000000000,12.300000000000001
,2227,E00073567,360922.478999999990000,174417.578000000010000,156,27,61,19,10,0,2,1,3,11,22,1053.599999999999900,8.600000000000000
,2228,E00072984,369727.931999999970000,154571.595999999990000,125,12,25,13,41,12,3,2,1,5,11,1206.599999999999900,11.100000000000000
,2229,E00072902,373278.239000000000000,162854.367999999990000,162,19,79,7,14,4,0,1,1,18,19,747.600000000000020,6.000000000000000
,2230,E00072852,366890.602000000010000,154505.377000000010000,184,44,8,2,72,22,0,0,3,10,23,1967.500000000000000,13.000000000000000
,2231,E00072983,369539.439000000010000,154521.899999999990000,161,30,30,14,48,8,2,0,1,12,16,1257.099999999999900,9.500000000000000
,2232,E00072903,373148.938000000020000,162973.356999999990000,143,19,72,5,21,6,1,0,1,4,14,919.100000000000020,7.400000000000000
,2233,E00072853,366704.489999999990000,154481.975000000010000,126,53,13,2,33,5,0,0,2,7,11,1353.900000000000100,12.500000000000000
,2234,E00072716,365877.580000000020000,168406.595999999990000,93,14,4,42,12,4,2,1,3,8,3,1109.200000000000000,13.500000000000000
,2235,E00072797,374658.511999999990000,166417.717999999990000,145,43,11,2,22,6,1,5,7,39,9,2137.300000000000200,22.000000000000000
,2236,E00072900,374011.283999999990000,161889.562000000010000,166,16,79,14,22,2,1,3,2,12,15,1104.300000000000000,7.900000000000000
,2237,E00072626,373355.370999999980000,159956.307000000000000,64,2,9,20,6,1,3,1,0,15,7,450.899999999999980,10.699999999999999
,2238,E00072850,365597.342999999990000,154499.340999999990000,125,38,24,5,29,6,1,0,1,8,13,1321.599999999999900,12.699999999999999
,2239,E00072981,369229.148999999980000,154904.258999999990000,93,9,14,5,34,10,0,3,3,7,8,1687.400000000000100,21.600000000000001
,2240,E00072717,366737.724999999980000,168131.562999999990000,189,30,11,70,29,4,0,2,3,26,14,1684.500000000000000,11.300000000000001
,2241,E00072796,374230.575000000010000,167075.181000000010000,126,22,28,3,18,3,1,3,9,30,9,2099.300000000000200,24.100000000000001
,2242,E00072901,373876.281000000020000,161747.429999999990000,150,19,63,11,19,10,1,0,4,10,13,1353.900000000000100,10.699999999999999
,2243,E00072627,371051.570000000010000,159591.720999999990000,126,2,8,36,20,9,3,0,8,33,7,1921.900000000000100,22.300000000000001
,2244,E00072851,366209.054000000000000,154449.769000000000000,107,21,12,6,34,4,0,4,1,16,9,989.299999999999950,12.100000000000000
,2245,E00072980,370080.060999999990000,154659.888000000010000,96,7,21,15,26,2,0,0,1,6,18,669.700000000000050,9.300000000000001
,2246,E00072714,365979.554000000000000,166733.410999999990000,129,10,14,50,19,2,1,0,4,21,8,1457.300000000000000,14.600000000000000
,2247,E00072795,375015.413000000000000,166547.418999999990000,133,37,35,4,23,2,1,2,4,17,8,1192.400000000000100,11.000000000000000
,2248,E00072715,365955.989999999990000,168591.603999999990000,180,25,18,57,32,2,1,3,5,20,17,1845.700000000000000,12.900000000000000
,2249,E00072794,376541.818000000030000,167120.018000000010000,166,15,56,2,29,10,0,5,6,30,13,2050.099999999999900,16.699999999999999
,2250,E00072625,368056.893999999970000,157783.068999999990000,163,6,27,31,31,11,0,4,3,34,16,1555.500000000000000,13.800000000000001
,2251,E00072712,366292.429999999990000,167076.991000000010000,153,18,10,50,30,4,1,2,3,26,9,1473.200000000000000,12.500000000000000
,2252,E00072793,376063.003000000030000,166309.932000000000000,152,32,39,1,26,7,1,4,7,24,11,1828.400000000000100,15.600000000000000
,2253,E00072622,374032.408000000000000,158274.872000000000000,155,2,12,47,18,12,0,4,6,43,11,1847.200000000000000,18.300000000000001
,2254,E00072713,366086.462000000000000,166977.709000000000000,131,19,10,53,20,3,1,1,2,15,7,1049.700000000000000,9.600000000000000
,2255,E00072792,376008.527999999990000,166621.071999999990000,109,16,30,2,26,2,1,1,7,15,9,1734.200000000000000,20.399999999999999
,2256,E00072623,373906.732000000020000,158250.171999999990000,88,6,4,31,7,4,0,2,0,24,10,510.000000000000000,9.400000000000000
,2257,E00072710,366115.579000000030000,167365.095000000000000,134,18,10,49,17,7,0,3,6,15,9,1772.099999999999900,16.100000000000001
,2258,E00072791,375391.484000000000000,166640.649000000000000,164,43,39,2,29,5,1,2,9,23,11,2209.099999999999900,17.000000000000000
,2259,E00072620,375827.621999999970000,160836.611000000000000,83,4,25,9,4,6,0,1,7,18,9,1648.000000000000000,29.399999999999999
,2260,E00072711,366266.237000000020000,167432.551000000010000,139,22,12,54,22,5,0,0,3,13,8,1457.500000000000000,12.400000000000000
